fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2024-2025,06,28,"ANDHRA PRADESH",517,PRAKASAM,IGNDPS,3202,633,181,1348,1040,1521,1173,2024-07-29
2024-2025,06,29,KARNATAKA,525,"BENGALURU URBAN",IGNDPS,433,52,7,252,122,433,278,2024-07-29
2024-2025,06,29,KARNATAKA,526,"BENGALURU RURAL",IGNDPS,987,130,29,362,466,977,810,2024-07-29
2024-2025,06,29,KARNATAKA,529,BIDAR,IGNDPS,1685,250,139,485,811,1662,1471,2024-07-29
2024-2025,06,29,KARNATAKA,530,BIJAPUR,IGNDPS,1223,172,11,456,584,1182,825,2024-07-29
2024-2025,06,29,KARNATAKA,532,CHIKMAGALUR,IGNDPS,836,75,13,395,353,829,682,2024-07-29
2024-2025,06,29,KARNATAKA,543,KOPPAL,IGNDPS,1563,136,89,563,775,1550,1172,2024-07-29
2024-2025,06,29,KARNATAKA,544,MANDYA,IGNDPS,1201,78,6,359,758,1188,1017,2024-07-29
2024-2025,06,29,KARNATAKA,549,UDUPI,IGNDPS,550,30,28,226,266,549,474,2024-07-29
2024-2025,06,3,PUNJAB,32,GURDASPUR,IGNDPS,241,2,0,239,0,136,207,2024-07-29
2024-2025,06,3,PUNJAB,34,JALANDHAR,IGNDPS,160,25,0,132,3,84,146,2024-07-29
2024-2025,06,3,PUNJAB,35,KAPURTHALA,IGNDPS,55,0,0,55,0,34,50,2024-07-29
2024-2025,06,3,PUNJAB,38,MOGA,IGNDPS,269,0,0,269,0,152,255,2024-07-29
2024-2025,06,3,PUNJAB,39,MUKTSAR,IGNDPS,166,24,0,142,0,130,166,2024-07-29
2024-2025,06,3,PUNJAB,42,RUPNAGAR,IGNDPS,167,0,0,167,0,96,166,2024-07-29
2024-2025,06,30,GOA,551,"NORTH GOA",IGNDPS,235,6,11,159,59,216,0,2024-07-29
2024-2025,06,32,KERALA,559,KOLLAM,IGNDPS,3047,88,62,2897,0,1741,1912,2024-07-29
2024-2025,06,32,KERALA,565,THIRUVANANTHAPURAM,IGNDPS,2890,91,12,2787,0,1830,1739,2024-07-29
2024-2025,06,32,KERALA,566,THRISSUR,IGNDPS,3120,128,86,2906,0,1870,2143,2024-07-29
2024-2025,06,33,"TAMIL NADU",571,DHARMAPURI,IGNDPS,1462,235,35,738,454,1373,1452,2024-07-29
2024-2025,06,33,"TAMIL NADU",587,"THE NILGIRIS",IGNDPS,519,181,14,38,286,479,519,2024-07-29
2024-2025,06,33,"TAMIL NADU",588,THENI,IGNDPS,468,71,0,79,318,400,466,2024-07-29
2024-2025,06,33,"TAMIL NADU",596,VILLUPPURAM,IGNDPS,5352,1524,67,244,3517,4295,5335,2024-07-29
2024-2025,06,33,"TAMIL NADU",597,VIRUDHUNAGAR,IGNDPS,2726,456,0,305,1965,2349,2725,2024-07-29
2024-2025,06,33,"TAMIL NADU",634,TIRUPPUR,IGNDPS,1199,350,3,167,679,985,1199,2024-07-29
2024-2025,06,36,TELANGANA,680,NIRMAL,IGNDPS,657,123,66,58,410,603,624,2024-07-29
2024-2025,06,36,TELANGANA,681,JAGITIAL,IGNDPS,103,31,4,0,68,103,95,2024-07-29
2024-2025,06,36,TELANGANA,691,SANGAREDDY,IGNDPS,823,184,21,0,618,823,762,2024-07-29
2024-2025,06,36,TELANGANA,695,"JOGULAMBA GADWAL",IGNDPS,793,174,11,24,584,755,545,2024-07-29
2024-2025,06,36,TELANGANA,696,SURYAPET,IGNDPS,1551,347,192,94,918,1551,1405,2024-07-29
2024-2025,06,36,TELANGANA,700,MEDCHAL,IGNDPS,348,74,2,39,233,342,340,2024-07-29
2024-2025,06,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",464,DIU,IGNDPS,173,25,0,13,135,38,1,2024-07-29
2024-2025,06,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",465,"DADRA AND NAGAR HAVELI",IGNDPS,43,0,43,0,0,0,0,2024-07-29
2024-2025,06,5,UTTARAKHAND,46,BAGESHWAR,IGNDPS,57,22,0,35,0,27,36,2024-07-29
2024-2025,06,5,UTTARAKHAND,51,NAINITAL,IGNDPS,101,23,0,76,2,53,69,2024-07-29
2024-2025,06,5,UTTARAKHAND,54,"RUDRA PRAYAG",IGNDPS,56,8,0,48,0,22,8,2024-07-29
2024-2025,06,6,HARYANA,604,MEWAT,IGNDPS,1950,125,0,738,1087,1174,528,2024-07-29
2024-2025,06,6,HARYANA,619,PALWAL,IGNDPS,950,221,0,376,353,681,541,2024-07-29
2024-2025,06,6,HARYANA,62,GURUGRAM,IGNDPS,1306,238,0,735,333,749,281,2024-07-29
2024-2025,06,6,HARYANA,64,JHAJJAR,IGNDPS,1320,136,0,1010,174,871,435,2024-07-29
2024-2025,06,6,HARYANA,67,KARNAL,IGNDPS,3764,463,0,2730,571,2275,1267,2024-07-29
2024-2025,06,6,HARYANA,68,KURUKSHETRA,IGNDPS,1809,525,0,592,692,1330,954,2024-07-29
2024-2025,06,6,HARYANA,70,PANCHKULA,IGNDPS,441,89,0,189,163,342,280,2024-07-29
2024-2025,06,7,DELHI,671,"NORTH WEST- II",IGNDPS,656,0,0,650,6,656,642,2024-07-29
2024-2025,06,7,DELHI,78,EAST,IGNDPS,326,0,0,324,2,326,319,2024-07-29
2024-2025,06,7,DELHI,81,"NORTH EAST",IGNDPS,701,0,0,694,7,701,679,2024-07-29
2024-2025,06,7,DELHI,83,SOUTH,IGNDPS,685,0,0,680,5,685,636,2024-07-29
2024-2025,06,7,DELHI,85,WEST,IGNDPS,552,0,0,551,1,552,539,2024-07-29
2024-2025,06,8,RAJASTHAN,115,SIROHI,IGNDPS,207,53,90,17,47,150,153,2024-07-29
2024-2025,06,8,RAJASTHAN,116,TONK,IGNDPS,339,82,28,93,136,283,315,2024-07-29
2024-2025,06,8,RAJASTHAN,89,BARAN,IGNDPS,1536,399,325,118,694,1203,1153,2024-07-29
2024-2025,06,8,RAJASTHAN,92,BHILWARA,IGNDPS,822,195,129,114,384,621,613,2024-07-29
2024-2025,06,8,RAJASTHAN,95,CHITTORGARH,IGNDPS,532,124,72,119,217,372,393,2024-07-29
2024-2025,06,8,RAJASTHAN,98,DHOLPUR,IGNDPS,165,20,1,65,79,117,125,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",118,AGRA,IGNDPS,988,273,1,273,441,553,626,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",120,PRAYAGRAJ,IGNDPS,4901,1083,6,1222,2590,1922,3195,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",125,BAHRAICH,IGNDPS,1567,239,8,606,714,578,906,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",132,BIJNOR,IGNDPS,1849,412,1,418,1018,1135,1254,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",133,BUDAUN,IGNDPS,1850,360,7,399,1084,884,1162,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",137,DEORIA,IGNDPS,3953,650,150,879,2274,1477,2274,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",146,GHAZIPUR,IGNDPS,3802,768,23,521,2490,1443,2142,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",148,GORAKHPUR,IGNDPS,5490,1179,8,737,3566,1299,3159,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",150,HARDOI,IGNDPS,2377,794,4,596,983,1076,1465,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",157,"KANPUR NAGAR",IGNDPS,2255,668,0,637,950,746,1502,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",164,MAHARAJGANJ,IGNDPS,3203,437,5,681,2080,1055,1911,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",169,MEERUT,IGNDPS,973,227,0,445,301,589,680,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",174,PRATAPGARH,IGNDPS,2129,455,1,678,995,1006,1319,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",180,SHAHJAHANPUR,IGNDPS,949,171,2,305,471,430,650,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",183,SITAPUR,IGNDPS,3062,1006,3,903,1150,1196,2081,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",186,UNNAO,IGNDPS,2135,683,1,588,863,1149,1476,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",633,"KANSHI RAM NAGAR",IGNDPS,838,170,1,173,494,445,651,2024-07-29
2024-2025,05,27,MAHARASHTRA,496,SOLAPUR,IGNDPS,291,9,0,269,13,176,42,2024-07-29
2024-2025,05,27,MAHARASHTRA,499,WASHIM,IGNDPS,52,4,2,44,2,52,6,2024-07-29
2024-2025,05,28,"ANDHRA PRADESH",502,ANANTAPUR,IGNDPS,4929,857,272,1215,2585,3211,1438,2024-07-29
2024-2025,05,28,"ANDHRA PRADESH",505,"EAST GODAVARI",IGNDPS,3345,617,276,955,1497,1998,1289,2024-07-29
2024-2025,05,28,"ANDHRA PRADESH",520,VISAKHAPATANAM,IGNDPS,1434,113,386,333,602,733,435,2024-07-29
2024-2025,05,29,KARNATAKA,525,"BENGALURU URBAN",IGNDPS,433,52,7,252,122,433,278,2024-07-29
2024-2025,05,29,KARNATAKA,527,BELGAUM,IGNDPS,7273,704,238,1337,4994,6945,5158,2024-07-29
2024-2025,05,29,KARNATAKA,535,DAVANAGERE,IGNDPS,585,54,43,253,235,576,531,2024-07-29
2024-2025,05,29,KARNATAKA,540,HAVERI,IGNDPS,1973,168,110,603,1092,1926,1628,2024-07-29
2024-2025,05,3,PUNJAB,30,"FATEHGARH SAHIB",IGNDPS,110,30,0,73,7,78,110,2024-07-29
2024-2025,05,3,PUNJAB,42,RUPNAGAR,IGNDPS,167,0,0,167,0,96,166,2024-07-29
2024-2025,05,3,PUNJAB,605,BARNALA,IGNDPS,198,24,0,171,3,32,186,2024-07-29
2024-2025,05,3,PUNJAB,662,PATHANKOT,IGNDPS,110,6,0,99,5,54,105,2024-07-29
2024-2025,05,32,KERALA,563,PALAKKAD,IGNDPS,2337,130,83,2124,0,1235,1338,2024-07-29
2024-2025,05,32,KERALA,564,PATHANAMTHITTA,IGNDPS,992,36,29,927,0,680,622,2024-07-29
2024-2025,05,32,KERALA,565,THIRUVANANTHAPURAM,IGNDPS,2890,91,12,2787,0,1830,1739,2024-07-29
2024-2025,05,33,"TAMIL NADU",578,MADURAI,IGNDPS,2065,107,0,1451,507,1304,2037,2024-07-29
2024-2025,05,33,"TAMIL NADU",580,NAMAKKAL,IGNDPS,69,30,0,0,39,57,69,2024-07-29
2024-2025,05,33,"TAMIL NADU",582,PUDUKKOTTAI,IGNDPS,1131,154,0,176,801,725,1131,2024-07-29
2024-2025,05,33,"TAMIL NADU",585,SIVAGANGAI,IGNDPS,438,64,0,108,266,387,437,2024-07-29
2024-2025,05,33,"TAMIL NADU",594,THOOTHUKKUDI,IGNDPS,1230,204,0,126,900,1105,1228,2024-07-29
2024-2025,05,33,"TAMIL NADU",634,TIRUPPUR,IGNDPS,886,295,0,122,469,634,886,2024-07-29
2024-2025,05,34,PUDUCHERRY,600,PONDICHERRY,IGNDPS,1314,221,0,48,1045,1314,0,2024-07-29
2024-2025,05,36,TELANGANA,501,ADILABAD,IGNDPS,1435,262,372,153,648,998,1356,2024-07-29
2024-2025,05,36,TELANGANA,508,KARIMNAGAR,IGNDPS,824,159,30,87,548,650,750,2024-07-29
2024-2025,05,36,TELANGANA,512,MAHABUBNAGAR,IGNDPS,2331,420,249,137,1525,2003,2040,2024-07-29
2024-2025,05,36,TELANGANA,513,MEDAK,IGNDPS,909,140,68,25,676,826,869,2024-07-29
2024-2025,05,36,TELANGANA,516,NIZAMABAD,IGNDPS,3673,620,359,432,2262,2581,3557,2024-07-29
2024-2025,05,36,TELANGANA,518,RANGAREDDI,IGNDPS,2395,541,114,233,1507,2078,2254,2024-07-29
2024-2025,05,36,TELANGANA,522,WARANGAL,IGNDPS,2105,430,212,139,1324,1743,1940,2024-07-29
2024-2025,05,36,TELANGANA,680,NIRMAL,IGNDPS,657,123,66,58,410,603,624,2024-07-29
2024-2025,05,36,TELANGANA,681,JAGITIAL,IGNDPS,103,31,4,0,68,103,95,2024-07-29
2024-2025,05,36,TELANGANA,683,"RAJANNA SIRCILLA",IGNDPS,42,19,6,0,17,42,24,2024-07-29
2024-2025,05,36,TELANGANA,687,"JAYASHANKAR BHOOPALPALLI",IGNDPS,163,33,1,0,129,163,147,2024-07-29
2024-2025,05,36,TELANGANA,689,JANGOAN,IGNDPS,269,82,2,0,185,269,253,2024-07-29
2024-2025,05,36,TELANGANA,694,NAGARKURNOOL,IGNDPS,1080,229,128,58,665,1042,995,2024-07-29
2024-2025,05,5,UTTARAKHAND,50,HARIDWAR,IGNDPS,568,116,5,297,150,202,123,2024-07-29
2024-2025,05,5,UTTARAKHAND,56,"UDAM SINGH NAGAR",IGNDPS,320,39,46,174,61,95,232,2024-07-29
2024-2025,05,6,HARYANA,604,MEWAT,IGNDPS,1950,125,0,738,1087,1174,528,2024-07-29
2024-2025,05,6,HARYANA,61,FATEHABAD,IGNDPS,2590,564,0,1671,355,1516,539,2024-07-29
2024-2025,05,6,HARYANA,701,"CHARKI DADRI",IGNDPS,348,83,0,157,108,244,208,2024-07-29
2024-2025,05,6,HARYANA,72,REWARI,IGNDPS,963,233,0,396,334,643,413,2024-07-29
2024-2025,05,7,DELHI,671,"NORTH WEST- II",IGNDPS,656,0,0,650,6,656,642,2024-07-29
2024-2025,05,8,RAJASTHAN,100,GANGANAGAR,IGNDPS,1836,944,8,191,693,1575,1557,2024-07-29
2024-2025,05,8,RAJASTHAN,104,JALORE,IGNDPS,934,294,132,125,383,863,892,2024-07-29
2024-2025,05,8,RAJASTHAN,105,JHALAWAR,IGNDPS,695,98,87,82,428,632,655,2024-07-29
2024-2025,05,8,RAJASTHAN,107,JODHPUR,IGNDPS,780,193,30,312,245,571,638,2024-07-29
2024-2025,05,8,RAJASTHAN,108,KAROULI,IGNDPS,659,181,120,118,240,498,579,2024-07-29
2024-2025,05,8,RAJASTHAN,629,PRATAPGARH,IGNDPS,618,51,453,32,82,499,517,2024-07-29
2024-2025,05,8,RAJASTHAN,86,AJMER,IGNDPS,329,77,8,70,174,234,252,2024-07-29
2024-2025,05,8,RAJASTHAN,90,BARMER,IGNDPS,1068,184,76,200,608,847,871,2024-07-29
2024-2025,05,8,RAJASTHAN,93,BIKANER,IGNDPS,700,188,2,231,279,485,581,2024-07-29
2024-2025,05,8,RAJASTHAN,94,BUNDI,IGNDPS,312,73,48,17,174,256,274,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",119,ALIGARH,IGNDPS,1121,282,0,313,526,522,815,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",131,BASTI,IGNDPS,2539,592,0,665,1282,718,1492,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",136,CHITRAKOOT,IGNDPS,1064,300,0,179,585,271,762,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",139,ETAWAH,IGNDPS,806,241,2,129,434,285,523,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",141,FARRUKHABAD,IGNDPS,1306,191,1,339,775,452,742,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",147,GONDA,IGNDPS,2125,317,2,1029,777,850,1302,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",148,GORAKHPUR,IGNDPS,5490,1179,8,737,3566,1299,3159,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",160,"KUSHI NAGAR",IGNDPS,2721,486,4,643,1588,972,1638,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",162,LUCKNOW,IGNDPS,1620,733,3,272,612,808,1303,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",165,MAHOBA,IGNDPS,235,62,0,37,136,78,175,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",167,MATHURA,IGNDPS,1668,372,0,432,864,761,1171,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",172,MUZAFFARNAGAR,IGNDPS,1996,395,0,699,902,726,1508,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",173,PILIBHIT,IGNDPS,1628,258,0,325,1045,697,1188,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",177,SAHARANPUR,IGNDPS,1795,498,0,320,977,742,1289,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",178,"SANT KABEER NAGAR",IGNDPS,1137,297,0,359,481,501,819,2024-07-29
2024-2025,04,7,DELHI,78,EAST,IGNDPS,326,0,0,324,2,326,319,2024-07-29
2024-2025,04,7,DELHI,85,WEST,IGNDPS,551,0,0,550,1,551,538,2024-07-29
2024-2025,04,8,RAJASTHAN,106,JHUNJHUNU,IGNDPS,806,215,16,208,367,568,638,2024-07-29
2024-2025,04,8,RAJASTHAN,107,JODHPUR,IGNDPS,780,193,30,312,245,571,638,2024-07-29
2024-2025,04,8,RAJASTHAN,111,PALI,IGNDPS,407,141,35,42,189,321,357,2024-07-29
2024-2025,04,8,RAJASTHAN,112,RAJSAMAND,IGNDPS,1294,204,195,151,744,904,903,2024-07-29
2024-2025,04,8,RAJASTHAN,86,AJMER,IGNDPS,329,77,8,70,174,234,252,2024-07-29
2024-2025,04,8,RAJASTHAN,88,BANSWARA,IGNDPS,753,37,633,58,25,507,488,2024-07-29
2024-2025,04,8,RAJASTHAN,96,CHURU,IGNDPS,1023,275,15,233,500,709,758,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",118,AGRA,IGNDPS,988,273,1,273,441,173,619,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",126,BALLIA,IGNDPS,2726,384,43,554,1745,859,1922,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",147,GONDA,IGNDPS,2125,317,2,1029,777,850,1302,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",148,GORAKHPUR,IGNDPS,5490,1179,8,737,3566,1299,3159,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",161,LALITPUR,IGNDPS,820,178,29,135,478,502,735,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",162,LUCKNOW,IGNDPS,1620,733,3,272,612,808,1303,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",186,UNNAO,IGNDPS,2135,683,1,588,863,1149,1476,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",187,VARANASI,IGNDPS,1748,279,19,382,1068,706,1213,2024-07-29
2023-2024,01,1,"JAMMU AND KASHMIR",12,RAJAURI,IGNDPS,103,6,8,89,0,36,1,2024-07-30
2023-2024,01,1,"JAMMU AND KASHMIR",13,SRINAGAR,IGNDPS,122,0,0,122,0,45,21,2024-07-30
2023-2024,01,1,"JAMMU AND KASHMIR",620,KISHTWAR,IGNDPS,108,0,0,108,0,87,1,2024-07-30
2023-2024,01,1,"JAMMU AND KASHMIR",622,KULGAM,IGNDPS,111,5,10,95,1,18,0,2024-07-30
2023-2024,01,10,BIHAR,199,JEHANABAD,IGNDPS,378,62,15,223,78,239,225,2024-07-30
2023-2024,01,10,BIHAR,205,MADHEPURA,IGNDPS,9569,726,102,8386,355,6148,7358,2024-07-30
2023-2024,01,10,BIHAR,212,PATNA,IGNDPS,4219,535,67,3039,578,2201,2265,2024-07-30
2023-2024,01,10,BIHAR,223,SUPAUL,IGNDPS,1036,157,17,661,201,716,865,2024-07-30
2023-2024,01,11,SIKKIM,226,"NORTH DISTRICT",IGNDPS,31,0,29,0,2,0,0,2024-07-30
2023-2024,01,12,"ARUNACHAL PRADESH",232,"EAST SIANG",IGNDPS,196,0,196,0,0,102,0,2024-07-30
2023-2024,01,12,"ARUNACHAL PRADESH",240,"UPPER SIANG",IGNDPS,86,0,86,0,0,42,0,2024-07-30
2023-2024,01,12,"ARUNACHAL PRADESH",241,"UPPER SUBANSIRI",IGNDPS,228,0,228,0,0,44,0,2024-07-30
2023-2024,01,12,"ARUNACHAL PRADESH",242,"WEST KAMENG",IGNDPS,129,0,129,0,0,56,0,2024-07-30
2023-2024,01,12,"ARUNACHAL PRADESH",723,"PAKKE KESSANG",IGNDPS,47,0,47,0,0,26,0,2024-07-30
2023-2024,01,13,NAGALAND,246,MOKOKCHUNG,IGNDPS,139,0,139,0,0,15,0,2024-07-30
2023-2024,01,13,NAGALAND,614,KIPHIRE,IGNDPS,75,0,75,0,0,12,4,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",183,SITAPUR,IGNDPS,3062,1006,3,903,1150,1196,2081,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",186,UNNAO,IGNDPS,2135,683,1,588,863,1149,1476,2024-07-30
2023-2024,06,1,"JAMMU AND KASHMIR",13,SRINAGAR,IGNDPS,122,0,0,122,0,32,0,2024-07-30
2023-2024,06,1,"JAMMU AND KASHMIR",2,BADGAM,IGNDPS,105,4,0,98,3,52,14,2024-07-30
2023-2024,06,1,"JAMMU AND KASHMIR",5,JAMMU,IGNDPS,34,8,2,22,2,20,0,2024-07-30
2023-2024,06,1,"JAMMU AND KASHMIR",7,KATHUA,IGNDPS,130,67,20,43,0,79,0,2024-07-30
2023-2024,06,10,BIHAR,199,JEHANABAD,IGNDPS,378,62,15,223,78,239,225,2024-07-30
2023-2024,06,10,BIHAR,201,KATIHAR,IGNDPS,2102,111,22,1817,152,1429,1629,2024-07-30
2023-2024,06,10,BIHAR,208,MUZAFFARPUR,IGNDPS,3652,689,15,2806,142,2600,3082,2024-07-30
2023-2024,06,10,BIHAR,211,"PASHCHIM CHAMPARAN",IGNDPS,5622,762,195,3988,677,3022,4111,2024-07-30
2023-2024,06,10,BIHAR,212,PATNA,IGNDPS,4219,535,67,3039,578,2201,2265,2024-07-30
2023-2024,06,10,BIHAR,213,"PURBI CHAMPARAN",IGNDPS,9960,898,797,7745,520,5747,6567,2024-07-30
2023-2024,06,10,BIHAR,215,ROHTAS,IGNDPS,3252,319,38,2717,178,2420,2442,2024-07-30
2023-2024,06,10,BIHAR,219,SHEIKHPURA,IGNDPS,1139,166,3,874,96,770,891,2024-07-30
2023-2024,06,10,BIHAR,221,SITAMARHI,IGNDPS,3608,473,82,2664,389,2483,2955,2024-07-30
2023-2024,06,10,BIHAR,223,SUPAUL,IGNDPS,1036,157,17,661,201,716,865,2024-07-30
2023-2024,06,10,BIHAR,224,VAISHALI,IGNDPS,3094,718,5,783,1588,2097,2542,2024-07-30
2023-2024,06,11,SIKKIM,225,"EAST DISTRICT",IGNDPS,59,8,19,17,15,0,6,2024-07-30
2023-2024,06,11,SIKKIM,227,"SOUTH DISTRICT",IGNDPS,192,13,58,65,56,0,98,2024-07-30
2023-2024,06,11,SIKKIM,228,"WEST DISTRICT",IGNDPS,175,14,67,51,43,0,0,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",229,CHANGLANG,IGNDPS,230,0,230,0,0,140,202,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",231,"EAST KAMENG",IGNDPS,179,0,179,0,0,0,0,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",232,"EAST SIANG",IGNDPS,196,0,196,0,0,102,0,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",234,LOHIT,IGNDPS,22,0,19,3,0,14,0,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",666,LONGDING,IGNDPS,78,0,78,0,0,63,3,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",679,SIANG,IGNDPS,58,0,58,0,0,41,0,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",723,"PAKKE KESSANG",IGNDPS,47,0,47,0,0,26,0,2024-07-30
2023-2024,06,13,NAGALAND,245,KOHIMA,IGNDPS,127,0,127,0,0,0,0,2024-07-30
2023-2024,06,13,NAGALAND,249,TUENSANG,IGNDPS,94,0,93,0,1,0,0,2024-07-30
2023-2024,06,13,NAGALAND,250,WOKHA,IGNDPS,110,0,110,0,0,0,0,2024-07-30
2023-2024,06,13,NAGALAND,251,ZUNHEBOTO,IGNDPS,108,0,108,0,0,8,0,2024-07-30
2023-2024,06,14,MANIPUR,256,"IMPHAL WEST",IGNDPS,172,9,3,1,159,109,3,2024-07-30
2023-2024,06,14,MANIPUR,259,THOUBAL,IGNDPS,168,27,0,0,141,35,0,2024-07-30
2023-2024,06,15,MIZORAM,261,AIZAWL,IGNDPS,226,1,219,6,0,154,158,2024-07-30
2023-2024,06,15,MIZORAM,728,KHAWZAWL,IGNDPS,20,0,20,0,0,11,7,2024-07-30
2023-2024,06,17,MEGHALAYA,276,"RI BHOI",IGNDPS,245,4,230,11,0,65,2,2024-07-30
2023-2024,06,17,MEGHALAYA,277,"SOUTH GARO HILLS",IGNDPS,63,1,59,3,0,5,0,2024-07-30
2023-2024,06,18,ASSAM,283,DARRANG,IGNDPS,1145,29,1,1045,70,534,956,2024-07-30
2023-2024,06,18,ASSAM,284,DHEMAJI,IGNDPS,738,44,253,124,317,583,485,2024-07-30
2023-2024,06,18,ASSAM,288,GOLAGHAT,IGNDPS,1232,35,23,1105,69,749,473,2024-07-30
2023-2024,06,18,ASSAM,296,MORIGAON,IGNDPS,1451,147,137,1033,134,778,272,2024-07-30
2023-2024,06,18,ASSAM,300,SIVASAGAR,IGNDPS,1281,45,33,771,432,989,1058,2024-07-30
2023-2024,06,18,ASSAM,739,BAJALI,IGNDPS,166,3,2,159,2,112,166,2024-07-30
2023-2024,06,19,"WEST BENGAL",318,"PASCHIM MEDINIPUR",IGNDPS,3350,711,261,2328,50,3221,3063,2024-07-30
2023-2024,06,19,"WEST BENGAL",320,NADIA,IGNDPS,4115,762,50,3210,93,3958,3412,2024-07-30
2023-2024,06,19,"WEST BENGAL",321,PURULIA,IGNDPS,1576,270,168,1103,34,1518,882,2024-07-30
2023-2024,06,19,"WEST BENGAL",702,KALIMPONG,IGNDPS,368,42,109,217,0,358,336,2024-07-30
2023-2024,06,19,"WEST BENGAL",704,"PASCHIM BURDWAN",IGNDPS,59,37,6,16,0,54,55,2024-07-30
2023-2024,06,2,"HIMACHAL PRADESH",17,HAMIRPUR,IGNDPS,128,34,2,63,29,37,0,2024-07-30
2023-2024,06,2,"HIMACHAL PRADESH",18,KANGRA,IGNDPS,191,58,10,77,46,27,0,2024-07-30
2023-2024,06,2,"HIMACHAL PRADESH",21,"LAHUL AND SPITI",IGNDPS,13,1,11,1,0,0,0,2024-07-30
2023-2024,06,20,JHARKHAND,324,DEOGHAR,IGNDPS,1694,306,6,1146,236,1655,395,2024-07-30
2023-2024,06,20,JHARKHAND,331,GUMLA,IGNDPS,718,18,455,85,160,687,535,2024-07-30
2023-2024,06,20,JHARKHAND,335,LATEHAR,IGNDPS,965,157,399,143,266,965,519,2024-07-30
2023-2024,06,20,JHARKHAND,338,PALAMU,IGNDPS,1498,380,59,348,711,1454,272,2024-07-30
2023-2024,06,21,ODISHA,373,SUNDARGARH,IGNDPS,4552,309,1619,2353,271,4387,3323,2024-07-30
2023-2024,06,22,CHHATTISGARH,375,BILASPUR,IGNDPS,4265,314,169,2984,798,4016,2009,2024-07-30
2023-2024,06,22,CHHATTISGARH,385,MAHASAMUND,IGNDPS,992,140,158,220,474,965,304,2024-07-30
2023-2024,06,22,CHHATTISGARH,636,BIJAPUR,IGNDPS,365,33,213,80,39,261,17,2024-07-30
2023-2024,06,22,CHHATTISGARH,648,SURAJPUR,IGNDPS,934,47,245,450,192,872,487,2024-07-30
2023-2024,06,22,CHHATTISGARH,760,"MANENDRAGARH CHIRMIRI BHARATPUR",IGNDPS,390,31,135,113,111,386,132,2024-07-30
2023-2024,06,22,CHHATTISGARH,762,SAKTI,IGNDPS,1404,347,49,570,438,1300,329,2024-07-30
