fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,02,36,TELANGANA,680,NIRMAL,IGNDPS,657,123,66,58,410,603,624,2024-07-30
2023-2024,02,36,TELANGANA,683,"RAJANNA SIRCILLA",IGNDPS,42,19,6,0,17,42,24,2024-07-30
2023-2024,02,36,TELANGANA,689,JANGOAN,IGNDPS,269,82,2,0,185,269,253,2024-07-30
2023-2024,02,36,TELANGANA,697,YADADRI,IGNDPS,910,192,28,44,646,909,875,2024-07-30
2023-2024,02,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",463,DAMAN,IGNDPS,301,24,27,163,87,76,221,2024-07-30
2023-2024,02,5,UTTARAKHAND,46,BAGESHWAR,IGNDPS,57,22,0,35,0,27,36,2024-07-30
2023-2024,02,5,UTTARAKHAND,48,CHAMPAWAT,IGNDPS,181,24,1,154,2,47,80,2024-07-30
2023-2024,02,5,UTTARAKHAND,50,HARIDWAR,IGNDPS,568,116,5,297,150,202,123,2024-07-30
2023-2024,02,5,UTTARAKHAND,56,"UDAM SINGH NAGAR",IGNDPS,320,39,46,174,61,95,232,2024-07-30
2023-2024,02,6,HARYANA,70,PANCHKULA,IGNDPS,441,89,0,189,163,342,280,2024-07-30
2023-2024,02,6,HARYANA,71,PANIPAT,IGNDPS,1458,255,0,755,448,979,550,2024-07-30
2023-2024,02,7,DELHI,77,CENTRAL,IGNDPS,200,0,0,199,1,200,193,2024-07-30
2023-2024,02,7,DELHI,82,"NORTH WEST- I",IGNDPS,610,0,0,604,6,610,601,2024-07-30
2023-2024,02,8,RAJASTHAN,109,KOTA,IGNDPS,136,38,5,26,67,122,125,2024-07-30
2023-2024,02,8,RAJASTHAN,110,NAGAUR,IGNDPS,547,142,0,100,305,469,490,2024-07-30
2023-2024,02,8,RAJASTHAN,116,TONK,IGNDPS,339,82,28,93,136,283,315,2024-07-30
2023-2024,02,8,RAJASTHAN,88,BANSWARA,IGNDPS,753,37,633,58,25,507,488,2024-07-30
2023-2024,02,8,RAJASTHAN,90,BARMER,IGNDPS,1068,184,76,200,608,847,871,2024-07-30
2023-2024,02,8,RAJASTHAN,91,BHARATPUR,IGNDPS,495,117,21,78,279,391,415,2024-07-30
2023-2024,02,8,RAJASTHAN,95,CHITTORGARH,IGNDPS,532,124,72,119,217,372,393,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",121,"AMBEDKAR NAGAR",IGNDPS,2695,628,0,635,1432,1207,1754,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",126,BALLIA,IGNDPS,2726,384,43,554,1745,859,1922,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",129,BARABANKI,IGNDPS,2326,669,0,726,931,980,1718,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",130,BAREILLY,IGNDPS,2583,289,1,1241,1052,1103,1733,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",133,BUDAUN,IGNDPS,1850,360,7,399,1084,884,1162,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",137,DEORIA,IGNDPS,3953,650,150,879,2274,1477,2274,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",138,ETAH,IGNDPS,1061,201,1,250,609,443,702,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",145,GHAZIABAD,IGNDPS,332,66,0,120,146,55,164,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",148,GORAKHPUR,IGNDPS,5490,1179,8,737,3566,1299,3159,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",164,MAHARAJGANJ,IGNDPS,3203,437,5,681,2080,1055,1911,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",177,SAHARANPUR,IGNDPS,1795,498,0,320,977,742,1289,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",182,"SIDDHARTH NAGAR",IGNDPS,2852,451,0,1017,1384,1032,1765,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",184,SONBHADRA,IGNDPS,1491,284,127,327,753,448,942,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",185,SULTANPUR,IGNDPS,2534,472,0,947,1115,1196,1928,2024-07-30
2023-2024,02,9,"UTTAR PRADESH",187,VARANASI,IGNDPS,1748,279,19,382,1068,706,1213,2024-07-30
2023-2024,01,1,"JAMMU AND KASHMIR",10,POONCH,IGNDPS,303,0,105,143,55,157,0,2024-07-30
2023-2024,01,1,"JAMMU AND KASHMIR",623,BANDIPORA,IGNDPS,106,1,16,89,0,66,12,2024-07-30
2023-2024,01,1,"JAMMU AND KASHMIR",627,REASI,IGNDPS,28,1,11,16,0,28,0,2024-07-30
2023-2024,01,1,"JAMMU AND KASHMIR",8,KUPWARA,IGNDPS,123,1,0,76,46,123,75,2024-07-30
2023-2024,01,10,BIHAR,196,GAYA,IGNDPS,1665,407,31,1142,85,1191,1221,2024-07-30
2023-2024,01,10,BIHAR,197,GOPALGANJ,IGNDPS,3448,651,161,1533,1103,1828,2765,2024-07-30
2023-2024,01,10,BIHAR,201,KATIHAR,IGNDPS,2102,111,22,1817,152,1429,1629,2024-07-30
2023-2024,01,10,BIHAR,203,KISHANGANJ,IGNDPS,3276,123,34,2811,308,2503,2569,2024-07-30
2023-2024,01,10,BIHAR,204,LAKHISARAI,IGNDPS,2371,327,28,1511,505,1487,1743,2024-07-30
2023-2024,01,10,BIHAR,210,NAWADA,IGNDPS,2055,452,18,868,717,1473,1581,2024-07-30
2023-2024,01,10,BIHAR,213,"PURBI CHAMPARAN",IGNDPS,9960,898,797,7745,520,5747,6567,2024-07-30
2023-2024,01,10,BIHAR,224,VAISHALI,IGNDPS,3094,718,5,783,1588,2097,2542,2024-07-30
2023-2024,01,11,SIKKIM,225,"EAST DISTRICT",IGNDPS,59,8,19,17,15,0,6,2024-07-30
2023-2024,01,11,SIKKIM,227,"SOUTH DISTRICT",IGNDPS,192,13,58,65,56,0,98,2024-07-30
2023-2024,01,12,"ARUNACHAL PRADESH",628,ANJAW,IGNDPS,74,0,74,0,0,51,0,2024-07-30
2023-2024,01,12,"ARUNACHAL PRADESH",666,LONGDING,IGNDPS,78,0,78,0,0,63,3,2024-07-30
2023-2024,01,12,"ARUNACHAL PRADESH",677,"KRA DAADI",IGNDPS,73,0,73,0,0,36,0,2024-07-30
2023-2024,01,12,"ARUNACHAL PRADESH",678,NAMSAI,IGNDPS,29,0,29,0,0,11,0,2024-07-30
2023-2024,01,12,"ARUNACHAL PRADESH",725,"SHI YOMI",IGNDPS,31,0,31,0,0,12,0,2024-07-30
2023-2024,01,13,NAGALAND,251,ZUNHEBOTO,IGNDPS,108,0,108,0,0,8,0,2024-07-30
2023-2024,01,14,MANIPUR,253,CHANDEL,IGNDPS,45,0,44,0,1,14,1,2024-07-30
2023-2024,01,15,MIZORAM,264,LAWNGTLAI,IGNDPS,58,0,53,5,0,5,22,2024-07-30
2023-2024,01,16,TRIPURA,271,"SOUTH TRIPURA",IGNDPS,304,45,68,141,50,130,0,2024-07-30
2023-2024,01,17,MEGHALAYA,274,"EAST KHASI HILLS",IGNDPS,411,0,406,5,0,210,67,2024-07-30
2023-2024,01,17,MEGHALAYA,277,"SOUTH GARO HILLS",IGNDPS,66,1,61,4,0,8,0,2024-07-30
2023-2024,01,17,MEGHALAYA,658,"SOUTH WEST KHASI HILLS",IGNDPS,144,0,143,1,0,107,40,2024-07-30
2023-2024,01,17,MEGHALAYA,663,"SOUTH WEST GARO HILLS",IGNDPS,106,5,83,17,1,57,1,2024-07-30
2023-2024,01,18,ASSAM,287,GOALPARA,IGNDPS,1272,33,74,1130,35,889,930,2024-07-30
2023-2024,01,18,ASSAM,291,KAMRUP,IGNDPS,843,13,9,807,14,604,379,2024-07-30
2023-2024,01,18,ASSAM,296,MORIGAON,IGNDPS,1451,147,137,1033,134,782,338,2024-07-30
2023-2024,01,18,ASSAM,298,NALBARI,IGNDPS,683,2,0,679,2,438,458,2024-07-30
2023-2024,01,18,ASSAM,707,"SOUTH SALMARA-MANCACHAR",IGNDPS,495,5,0,486,4,338,223,2024-07-30
2023-2024,01,18,ASSAM,708,CHARAIDEO,IGNDPS,542,4,9,364,165,349,537,2024-07-30
2023-2024,01,18,ASSAM,709,HOJAI,IGNDPS,731,90,11,606,24,281,444,2024-07-30
2023-2024,01,18,ASSAM,739,BAJALI,IGNDPS,176,3,2,169,2,122,175,2024-07-30
2023-2024,01,19,"WEST BENGAL",308,COOCHBEHAR,IGNDPS,1928,864,7,1039,18,1890,1907,2024-07-30
2023-2024,01,19,"WEST BENGAL",310,"DINAJPUR DAKSHIN",IGNDPS,603,146,43,403,11,576,580,2024-07-30
2023-2024,01,19,"WEST BENGAL",313,HOWRAH,IGNDPS,1728,279,6,1420,23,1646,1613,2024-07-30
2023-2024,01,19,"WEST BENGAL",319,MURSHIDABAD,IGNDPS,12400,916,58,11207,219,12096,11797,2024-07-30
2023-2024,01,2,"HIMACHAL PRADESH",15,BILASPUR,IGNDPS,36,6,2,25,3,17,0,2024-07-30
2023-2024,01,2,"HIMACHAL PRADESH",17,HAMIRPUR,IGNDPS,128,34,2,63,29,37,0,2024-07-30
2023-2024,01,2,"HIMACHAL PRADESH",20,KULLU,IGNDPS,32,8,0,20,4,11,0,2024-07-30
2023-2024,01,2,"HIMACHAL PRADESH",23,SHIMLA,IGNDPS,36,14,0,22,0,6,0,2024-07-30
2023-2024,01,2,"HIMACHAL PRADESH",24,SIRMAUR,IGNDPS,39,10,0,26,3,7,0,2024-07-30
2023-2024,01,2,"HIMACHAL PRADESH",25,SOLAN,IGNDPS,98,31,7,57,3,17,0,2024-07-30
2023-2024,01,2,"HIMACHAL PRADESH",26,UNA,IGNDPS,59,17,5,24,13,15,0,2024-07-30
2023-2024,01,20,JHARKHAND,327,"PURBI SINGHBHUM",IGNDPS,690,41,161,330,158,686,338,2024-07-30
2023-2024,01,20,JHARKHAND,331,GUMLA,IGNDPS,714,18,452,85,159,682,538,2024-07-30
2023-2024,01,20,JHARKHAND,335,LATEHAR,IGNDPS,964,157,399,143,265,964,561,2024-07-30
2023-2024,01,20,JHARKHAND,338,PALAMU,IGNDPS,1498,380,59,347,712,1453,273,2024-07-30
2023-2024,01,20,JHARKHAND,339,RANCHI,IGNDPS,433,53,162,144,74,327,129,2024-07-30
2023-2024,01,21,ODISHA,347,BARGARH,IGNDPS,4044,479,362,2169,1034,4008,2088,2024-07-30
2023-2024,01,21,ODISHA,351,DEOGARH,IGNDPS,905,52,64,686,103,902,381,2024-07-30
2023-2024,01,21,ODISHA,357,JHARSUGUDA,IGNDPS,840,111,221,341,167,814,501,2024-07-30
2023-2024,01,21,ODISHA,359,KANDHAMAL,IGNDPS,1658,507,606,428,117,1655,784,2024-07-30
2023-2024,01,21,ODISHA,363,KORAPUT,IGNDPS,4283,673,1951,1214,445,4124,1989,2024-07-30
2023-2024,01,21,ODISHA,364,MALKANGIRI,IGNDPS,1626,283,562,765,16,1623,577,2024-07-30
2023-2024,01,21,ODISHA,366,NABARANGAPUR,IGNDPS,2639,382,796,1143,318,2552,831,2024-07-30
2023-2024,01,21,ODISHA,369,PURI,IGNDPS,3528,226,0,2602,700,3393,2575,2024-07-30
2023-2024,01,22,CHHATTISGARH,374,BASTAR,IGNDPS,891,54,305,394,138,841,434,2024-07-30
2023-2024,01,22,CHHATTISGARH,377,DHAMTARI,IGNDPS,1351,35,72,950,294,1144,190,2024-07-30
2023-2024,01,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNDPS,1066,186,36,540,304,884,161,2024-07-30
2023-2024,01,22,CHHATTISGARH,380,JASHPUR,IGNDPS,770,62,408,116,184,692,515,2024-07-30
2023-2024,01,22,CHHATTISGARH,760,"MANENDRAGARH CHIRMIRI BHARATPUR",IGNDPS,396,33,138,113,112,391,132,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",390,ANUPPUR,IGNDPS,2062,302,928,127,705,999,356,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",394,BETUL,IGNDPS,2840,482,882,145,1331,1640,913,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",395,BHIND,IGNDPS,1696,545,9,445,697,805,740,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",396,BHOPAL,IGNDPS,2484,507,114,885,978,911,284,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",398,CHHATARPUR,IGNDPS,2735,870,147,355,1363,1552,854,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",403,DHAR,IGNDPS,4396,477,2702,312,905,2718,1321,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",404,DINDORI,IGNDPS,2326,163,1352,58,753,1064,262,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",408,HARDA,IGNDPS,1305,373,290,122,520,570,260,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",414,KHARGONE,IGNDPS,3431,778,898,344,1411,2019,941,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",417,MORENA,IGNDPS,2346,689,22,543,1092,1081,884,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",418,NARSINGHPUR,IGNDPS,4042,982,439,488,2133,2100,885,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",419,NEEMUCH,IGNDPS,1373,259,132,180,802,757,265,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",427,SEHORE,IGNDPS,3322,1199,303,397,1423,2016,669,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",429,SHAHDOL,IGNDPS,4582,495,1841,585,1661,2087,964,2024-07-30
2023-2024,01,23,"MADHYA PRADESH",667,"AGAR MALWA",IGNDPS,620,153,17,97,353,310,32,2024-07-30
2023-2024,01,24,GUJARAT,438,AHMADABAD,IGNDPS,1449,102,18,1209,103,995,532,2024-07-30
2023-2024,01,24,GUJARAT,443,BHAVNAGAR,IGNDPS,514,39,2,209,264,421,377,2024-07-30
2023-2024,01,24,GUJARAT,445,DAHOD,IGNDPS,1732,39,1259,335,99,1522,1121,2024-07-30
2023-2024,01,24,GUJARAT,455,PATAN,IGNDPS,441,57,6,166,212,404,367,2024-07-30
2023-2024,01,24,GUJARAT,641,TAPI,IGNDPS,179,2,149,20,8,178,179,2024-07-30
2023-2024,01,24,GUJARAT,675,"GIR SOMNATH",IGNDPS,844,148,17,210,463,558,556,2024-07-30
2023-2024,01,27,MAHARASHTRA,466,AHMEDNAGAR,IGNDPS,96,7,6,75,8,88,81,2024-07-30
2023-2024,01,27,MAHARASHTRA,468,AMRAVATI,IGNDPS,422,35,133,235,19,326,126,2024-07-30
2023-2024,01,27,MAHARASHTRA,469,AURANGABAD,IGNDPS,615,2,0,612,1,557,172,2024-07-30
2023-2024,01,27,MAHARASHTRA,484,NAGPUR,IGNDPS,102,0,0,101,1,93,27,2024-07-30
2023-2024,01,27,MAHARASHTRA,490,PUNE,IGNDPS,122,12,2,103,5,98,40,2024-07-30
2023-2024,01,28,"ANDHRA PRADESH",502,ANANTAPUR,IGNDPS,4928,857,272,1215,2584,3210,1437,2024-07-30
2023-2024,01,28,"ANDHRA PRADESH",504,CUDDAPAH,IGNDPS,4596,668,100,1786,2042,2781,1299,2024-07-30
2023-2024,01,28,"ANDHRA PRADESH",506,GUNTUR,IGNDPS,2939,686,216,1124,913,1719,1255,2024-07-30
2023-2024,01,28,"ANDHRA PRADESH",520,VISAKHAPATANAM,IGNDPS,1433,113,386,332,602,732,434,2024-07-30
2023-2024,01,29,KARNATAKA,524,BAGALKOTE,IGNDPS,2058,213,59,433,1353,1877,1385,2024-07-30
2023-2024,01,29,KARNATAKA,525,"BENGALURU URBAN",IGNDPS,219,16,4,77,122,219,64,2024-07-30
2023-2024,01,29,KARNATAKA,527,BELGAUM,IGNDPS,6898,663,220,1021,4994,6570,4783,2024-07-30
2023-2024,01,29,KARNATAKA,528,BELLARY,IGNDPS,449,62,34,17,336,442,248,2024-07-30
2023-2024,01,29,KARNATAKA,529,BIDAR,IGNDPS,1341,171,76,283,811,1316,1124,2024-07-30
2023-2024,01,29,KARNATAKA,543,KOPPAL,IGNDPS,1236,83,42,336,775,1223,845,2024-07-30
2023-2024,01,29,KARNATAKA,544,MANDYA,IGNDPS,991,55,3,175,758,978,807,2024-07-30
2023-2024,01,3,PUNJAB,32,GURDASPUR,IGNDPS,241,2,0,239,0,136,207,2024-07-30
2023-2024,01,3,PUNJAB,36,LUDHIANA,IGNDPS,183,10,0,172,1,118,180,2024-07-30
2023-2024,01,3,PUNJAB,40,NAWANSHAHR,IGNDPS,114,2,0,112,0,82,114,2024-07-30
2023-2024,01,3,PUNJAB,662,PATHANKOT,IGNDPS,110,6,0,99,5,54,105,2024-07-30
2023-2024,01,30,GOA,552,"SOUTH GOA",IGNDPS,240,1,65,121,53,187,5,2024-07-30
2023-2024,01,32,KERALA,558,KASARAGOD,IGNDPS,1288,14,31,1243,0,796,981,2024-07-30
2023-2024,01,32,KERALA,561,KOZHIKODE,IGNDPS,2433,60,22,2351,0,1479,1880,2024-07-30
2023-2024,01,32,KERALA,563,PALAKKAD,IGNDPS,2337,130,83,2124,0,1235,1338,2024-07-30
2023-2024,01,32,KERALA,566,THRISSUR,IGNDPS,3120,128,86,2906,0,1870,2143,2024-07-30
2023-2024,01,33,"TAMIL NADU",576,KARUR,IGNDPS,624,149,0,42,433,526,612,2024-07-30
2024-2025,04,1,"JAMMU AND KASHMIR",1,ANANTNAG,IGNDPS,93,0,2,90,1,93,7,2024-07-29
2024-2025,04,1,"JAMMU AND KASHMIR",11,PULWAMA,IGNDPS,100,0,6,86,8,99,57,2024-07-29
2024-2025,04,1,"JAMMU AND KASHMIR",13,SRINAGAR,IGNDPS,123,0,0,123,0,92,69,2024-07-29
2024-2025,04,1,"JAMMU AND KASHMIR",3,BARAMULLA,IGNDPS,119,0,0,119,0,117,22,2024-07-29
2024-2025,04,1,"JAMMU AND KASHMIR",4,DODA,IGNDPS,182,18,12,152,0,180,6,2024-07-29
2024-2025,04,1,"JAMMU AND KASHMIR",625,SHOPIAN,IGNDPS,106,0,8,98,0,106,81,2024-07-29
2024-2025,04,1,"JAMMU AND KASHMIR",626,GANDERWAL,IGNDPS,110,0,14,68,28,110,42,2024-07-29
2024-2025,04,1,"JAMMU AND KASHMIR",627,REASI,IGNDPS,28,1,11,16,0,28,0,2024-07-29
2024-2025,04,10,BIHAR,188,ARARIA,IGNDPS,1263,140,9,1030,84,793,872,2024-07-29
2024-2025,04,10,BIHAR,195,DARBHANGA,IGNDPS,4397,555,21,3153,668,2452,3311,2024-07-29
2024-2025,04,10,BIHAR,205,MADHEPURA,IGNDPS,9569,726,102,8386,355,6148,7358,2024-07-29
2024-2025,04,10,BIHAR,209,NALANDA,IGNDPS,6505,1311,112,4354,728,4062,4916,2024-07-29
2024-2025,04,10,BIHAR,213,"PURBI CHAMPARAN",IGNDPS,9960,898,797,7745,520,5747,6567,2024-07-29
2024-2025,04,10,BIHAR,216,SAHARSA,IGNDPS,2109,205,2,1316,586,1386,1658,2024-07-29
2024-2025,04,10,BIHAR,217,SAMASTIPUR,IGNDPS,4608,701,22,3390,495,3301,3691,2024-07-29
2024-2025,04,10,BIHAR,611,ARWAL,IGNDPS,2877,395,26,2393,63,1762,2130,2024-07-29
2024-2025,04,11,SIKKIM,228,"WEST DISTRICT",IGNDPS,175,14,67,51,43,0,0,2024-07-29
2024-2025,04,12,"ARUNACHAL PRADESH",230,"UPPER DIBANG VALLEY",IGNDPS,38,0,38,0,0,31,0,2024-07-29
2024-2025,04,12,"ARUNACHAL PRADESH",233,"KURUNG KUMEY",IGNDPS,193,0,193,0,0,63,0,2024-07-29
2024-2025,04,12,"ARUNACHAL PRADESH",236,"LOWER SUBANSIRI",IGNDPS,102,0,102,0,0,45,0,2024-07-29
2024-2025,04,12,"ARUNACHAL PRADESH",677,"KRA DAADI",IGNDPS,73,0,73,0,0,36,0,2024-07-29
2024-2025,04,13,NAGALAND,245,KOHIMA,IGNDPS,127,0,127,0,0,0,0,2024-07-29
2024-2025,04,13,NAGALAND,249,TUENSANG,IGNDPS,94,0,93,0,1,0,0,2024-07-29
2024-2025,04,14,MANIPUR,252,BISHNUPUR,IGNDPS,24,4,0,20,0,15,0,2024-07-29
2024-2025,04,14,MANIPUR,257,SENAPATI,IGNDPS,126,0,124,2,0,38,0,2024-07-29
2024-2025,04,14,MANIPUR,260,UKHRUL,IGNDPS,62,0,62,0,0,54,38,2024-07-29
2024-2025,04,15,MIZORAM,267,SAIHA,IGNDPS,45,0,23,22,0,19,27,2024-07-29
2024-2025,04,16,TRIPURA,653,SEPAHIJALA,IGNDPS,220,20,47,132,21,131,20,2024-07-29
2024-2025,04,17,MEGHALAYA,274,"EAST KHASI HILLS",IGNDPS,411,0,406,5,0,221,92,2024-07-29
2024-2025,04,17,MEGHALAYA,276,"RI BHOI",IGNDPS,247,4,232,10,1,85,5,2024-07-29
2024-2025,04,18,ASSAM,281,BONGAIGAON,IGNDPS,723,22,3,636,62,577,564,2024-07-29
2024-2025,04,18,ASSAM,285,DHUBRI,IGNDPS,1984,10,0,1956,18,1596,1516,2024-07-29
2024-2025,04,18,ASSAM,288,GOLAGHAT,IGNDPS,1256,35,23,1128,70,767,656,2024-07-29
2024-2025,04,18,ASSAM,292,"KARBI ANGLONG",IGNDPS,588,27,432,71,58,401,286,2024-07-29
2024-2025,04,18,ASSAM,295,LAKHIMPUR,IGNDPS,1474,78,211,969,216,1219,849,2024-07-29
2024-2025,04,18,ASSAM,299,"DIMA HASAO",IGNDPS,98,0,70,23,5,89,98,2024-07-29
2024-2025,04,18,ASSAM,302,TINSUKIA,IGNDPS,1461,49,101,911,400,967,1064,2024-07-29
2024-2025,04,18,ASSAM,612,CHIRANG,IGNDPS,581,50,258,169,104,348,566,2024-07-29
2024-2025,04,18,ASSAM,616,BAKSA,IGNDPS,1295,131,363,620,181,768,564,2024-07-29
2024-2025,04,18,ASSAM,708,CHARAIDEO,IGNDPS,542,4,9,364,165,353,537,2024-07-29
2024-2025,04,18,ASSAM,709,HOJAI,IGNDPS,730,90,11,605,24,286,447,2024-07-29
2024-2025,04,18,ASSAM,739,BAJALI,IGNDPS,176,3,2,169,2,122,175,2024-07-29
2024-2025,04,19,"WEST BENGAL",308,COOCHBEHAR,IGNDPS,1940,867,7,1047,19,1911,1916,2024-07-29
2024-2025,04,19,"WEST BENGAL",309,DARJEELING,IGNDPS,768,130,119,485,34,706,641,2024-07-29
2024-2025,04,19,"WEST BENGAL",312,HOOGHLY,IGNDPS,3102,910,97,1924,169,3005,2885,2024-07-29
2024-2025,04,19,"WEST BENGAL",704,"PASCHIM BURDWAN",IGNDPS,60,37,6,17,0,54,58,2024-07-29
2024-2025,04,2,"HIMACHAL PRADESH",15,BILASPUR,IGNDPS,36,6,2,25,3,17,0,2024-07-29
2024-2025,04,2,"HIMACHAL PRADESH",22,MANDI,IGNDPS,153,38,3,103,9,48,0,2024-07-29
2024-2025,04,20,JHARKHAND,327,"PURBI SINGHBHUM",IGNDPS,674,41,159,317,157,670,327,2024-07-29
2024-2025,04,20,JHARKHAND,330,GODDA,IGNDPS,1366,160,184,292,730,1345,135,2024-07-29
2024-2025,04,20,JHARKHAND,332,HAZARIBAG,IGNDPS,1837,236,11,1484,106,1833,1380,2024-07-29
2024-2025,04,20,JHARKHAND,334,KODERMA,IGNDPS,462,101,0,147,214,459,240,2024-07-29
2024-2025,04,20,JHARKHAND,337,PAKUR,IGNDPS,528,11,121,147,249,524,528,2024-07-29
2024-2025,04,20,JHARKHAND,342,SIMDEGA,IGNDPS,614,66,450,32,66,610,145,2024-07-29
2024-2025,04,21,ODISHA,346,BALESHWAR,IGNDPS,3963,215,72,3249,427,3938,1495,2024-07-29
2024-2025,04,21,ODISHA,349,BOUDH,IGNDPS,1142,113,51,753,225,1116,275,2024-07-29
2024-2025,04,21,ODISHA,350,CUTTACK,IGNDPS,3802,380,32,2496,894,3528,1650,2024-07-29
2024-2025,04,21,ODISHA,353,GAJAPATI,IGNDPS,1427,85,678,346,318,1393,1134,2024-07-29
2024-2025,04,21,ODISHA,362,KHORDHA,IGNDPS,5598,223,30,4933,412,5586,3256,2024-07-29
2024-2025,04,21,ODISHA,364,MALKANGIRI,IGNDPS,1623,282,561,764,16,1621,580,2024-07-29
2024-2025,04,21,ODISHA,366,NABARANGAPUR,IGNDPS,2622,381,793,1136,312,2535,828,2024-07-29
2024-2025,04,21,ODISHA,367,NAYAGARH,IGNDPS,3418,258,44,2262,854,3323,2443,2024-07-29
2024-2025,04,21,ODISHA,369,PURI,IGNDPS,3503,226,0,2585,692,3370,2557,2024-07-29
2024-2025,04,21,ODISHA,372,SONEPUR,IGNDPS,1481,294,97,563,527,1479,867,2024-07-29
2024-2025,04,22,CHHATTISGARH,380,JASHPUR,IGNDPS,776,63,410,118,185,698,533,2024-07-29
2024-2025,04,22,CHHATTISGARH,389,SURGUJA,IGNDPS,874,37,171,576,90,856,237,2024-07-29
2024-2025,04,22,CHHATTISGARH,644,BALODABAZAR,IGNDPS,1218,248,103,250,617,1164,241,2024-07-29
2024-2025,04,22,CHHATTISGARH,759,"KHAIRAGARH CHHUIKHADAN GANDAI",IGNDPS,602,66,54,118,364,599,373,2024-07-29
2024-2025,04,22,CHHATTISGARH,763,"SARANGARH BILAIGARH",IGNDPS,706,175,44,117,370,653,118,2024-07-29
2024-2025,04,23,"MADHYA PRADESH",391,ASHOKNAGAR,IGNDPS,1022,305,115,105,497,536,425,2024-07-29
2024-2025,04,23,"MADHYA PRADESH",394,BETUL,IGNDPS,2840,482,882,145,1331,1640,913,2024-07-29
2024-2025,04,23,"MADHYA PRADESH",400,DAMOH,IGNDPS,3306,866,323,328,1789,1656,829,2024-07-29
2024-2025,04,23,"MADHYA PRADESH",401,DATIA,IGNDPS,1141,430,26,115,570,611,318,2024-07-29
2024-2025,04,23,"MADHYA PRADESH",411,JABALPUR,IGNDPS,5370,964,1280,576,2550,2459,901,2024-07-29
2024-2025,04,23,"MADHYA PRADESH",413,KATNI,IGNDPS,4870,790,1267,483,2330,2475,941,2024-07-29
2024-2025,04,23,"MADHYA PRADESH",417,MORENA,IGNDPS,2346,689,22,543,1092,1081,884,2024-07-29
2024-2025,04,23,"MADHYA PRADESH",419,NEEMUCH,IGNDPS,1373,259,132,180,802,757,265,2024-07-29
2024-2025,04,23,"MADHYA PRADESH",435,UJJAIN,IGNDPS,1305,569,51,220,465,785,688,2024-07-29
2024-2025,04,23,"MADHYA PRADESH",667,"AGAR MALWA",IGNDPS,620,153,17,97,353,310,32,2024-07-29
2024-2025,04,24,GUJARAT,442,BHARUCH,IGNDPS,346,42,106,195,2,341,338,2024-07-29
2024-2025,04,24,GUJARAT,455,PATAN,IGNDPS,441,57,6,166,212,404,367,2024-07-29
2024-2025,04,24,GUJARAT,461,VADODARA,IGNDPS,504,60,22,389,30,374,282,2024-07-29
2024-2025,04,24,GUJARAT,676,BOTAD,IGNDPS,166,34,0,26,106,140,150,2024-07-29
2024-2025,04,27,MAHARASHTRA,468,AMRAVATI,IGNDPS,421,35,131,236,19,325,126,2024-07-29
2024-2025,04,27,MAHARASHTRA,472,BULDHANA,IGNDPS,760,15,0,741,4,669,93,2024-07-29
2024-2025,04,27,MAHARASHTRA,477,HINGOLI,IGNDPS,104,12,0,92,0,103,7,2024-07-29
2024-2025,04,27,MAHARASHTRA,478,JALGAON,IGNDPS,594,9,2,575,8,554,305,2024-07-29
2024-2025,04,27,MAHARASHTRA,479,JALNA,IGNDPS,368,0,0,367,1,342,244,2024-07-29
2024-2025,04,27,MAHARASHTRA,481,LATUR,IGNDPS,452,58,1,359,34,371,83,2024-07-29
